W,C,S
system,COMPLAINT,-4.521788577
fathers,SUGGESTION,-4.521788577
youwith,SUGGESTION,-4.521788577
body,SUGGESTION,-4.521788577
always,SUGGESTION,-4.521788577
read,SUGGESTION,-4.521788577
badly,SUGGESTION,-4.521788577
amt,SUGGESTION,-4.521788577
bofa,SUGGESTION,-4.521788577
unnecessary,SUGGESTION,-4.521788577
reason,SUGGESTION,-4.521788577
thought,SUGGESTION,-4.521788577
english,SUGGESTION,-4.521788577
letter,SUGGESTION,-4.521788577
himsel,SUGGESTION,-4.521788577
patience,SUGGESTION,-4.521788577
cleansed,SUGGESTION,-4.521788577
ask,SUGGESTION,-4.521788577
either,SUGGESTION,-4.521788577
helpful,SUGGESTION,-4.521788577
feauture,SUGGESTION,-4.521788577
worst,SUGGESTION,-4.521788577
shop,SUGGESTION,-4.521788577
ufed,SUGGESTION,-4.521788577
emails,COMPLAINT,-4.521788577
street,SUGGESTION,-4.521788577
clarification,SUGGESTION,-4.521788577
lexington,SUGGESTION,-4.521788577
financia,SUGGESTION,-4.521788577
handsif,SUGGESTION,-4.521788577
aadvantage,SUGGESTION,-4.521788577
accounts,SUGGESTION,-4.521788577
accounts,COMPLAINT,-4.521788577
youwhy,SUGGESTION,-4.521788577
totally,SUGGESTION,-4.521788577
both,SUGGESTION,-4.521788577
most,SUGGESTION,-4.521788577
job,SUGGESTION,-4.521788577
understands,SUGGESTION,-4.521788577
reject,SUGGESTION,-4.521788577
sad,SUGGESTION,-4.521788577
sheet,SUGGESTION,-4.521788577
saw,SUGGESTION,-4.521788577
sirmadamgreetings,SUGGESTION,-4.521788577
investigation,SUGGESTION,-4.521788577
stupid,SUGGESTION,-4.521788577
bag,SUGGESTION,-4.521788577
ban,SUGGESTION,-4.521788577
personal,SUGGESTION,-4.521788577
submitted,COMPLAINT,-4.521788577
drive,SUGGESTION,-4.521788577
irdai,SUGGESTION,-4.521788577
see,SUGGESTION,-4.521788577
incorrect,SUGGESTION,-4.521788577
helpi,SUGGESTION,-4.521788577
however,SUGGESTION,-4.521788577
client,SUGGESTION,-4.521788577
sit,SUGGESTION,-4.521788577
six,SUGGESTION,-4.521788577
prompt,SUGGESTION,-4.521788577
reduce,SUGGESTION,-4.521788577
surface,SUGGESTION,-4.521788577
director,SUGGESTION,-4.521788577
transactions,SUGGESTION,-4.521788577
hello,SUGGESTION,-4.521788577
atleast,SUGGESTION,-4.521788577
side,SUGGESTION,-4.521788577
change,SUGGESTION,-4.521788577
hide,SUGGESTION,-4.521788577
report,SUGGESTION,-4.521788577
high,SUGGESTION,-4.521788577
different,SUGGESTION,-4.521788577
directly,SUGGESTION,-4.521788577
adjusted,SUGGESTION,-4.521788577
boa,SUGGESTION,-4.521788577
parents,SUGGESTION,-4.521788577
bankgovindiyer@hdfcbankcom,SUGGESTION,-4.521788577
earth,SUGGESTION,-4.521788577
closest,SUGGESTION,-4.521788577
upper,SUGGESTION,-4.521788577
pains,SUGGESTION,-4.521788577
requested,SUGGESTION,-4.521788577
appreciated,SUGGESTION,-4.521788577
xxxx,SUGGESTION,-4.521788577
serving,SUGGESTION,-4.521788577
current,SUGGESTION,-4.521788577
managed,SUGGESTION,-4.521788577
manager,SUGGESTION,-4.521788577
yesbankin,SUGGESTION,-4.521788577
dept,SUGGESTION,-4.521788577
confirm,SUGGESTION,-4.521788577
instantly,SUGGESTION,-4.521788577
written,SUGGESTION,-4.521788577
coordinate,SUGGESTION,-4.521788577
query,SUGGESTION,-4.521788577
especially,SUGGESTION,-4.521788577
once,SUGGESTION,-4.521788577
bhai,SUGGESTION,-4.521788577
=,MISCELLANEOUS,-4.507189778
c,MISCELLANEOUS,-4.507189778
h,MISCELLANEOUS,-4.507189778
w,MISCELLANEOUS,-4.507189778
|,MISCELLANEOUS,-4.507189778
tweet,MISCELLANEOUS,-4.507189778
com,MISCELLANEOUS,-4.507189778
pace,MISCELLANEOUS,-4.507189778
team,MISCELLANEOUS,-4.507189778
microfinance,MISCELLANEOUS,-4.507189778
finally,MISCELLANEOUS,-4.507189778
usd,MISCELLANEOUS,-4.507189778
vihar,MISCELLANEOUS,-4.507189778
into,MISCELLANEOUS,-4.507189778
look,MISCELLANEOUS,-4.507189778
mass,MISCELLANEOUS,-4.507189778
still,MISCELLANEOUS,-4.507189778
courier,MISCELLANEOUS,-4.507189778
finacleforum,MISCELLANEOUS,-4.507189778
euros,MISCELLANEOUS,-4.507189778
sure,MISCELLANEOUS,-4.507189778
dm,MISCELLANEOUS,-4.507189778
which,MISCELLANEOUS,-4.507189778
india,MISCELLANEOUS,-4.507189778
fr,MISCELLANEOUS,-4.507189778
he,MISCELLANEOUS,-4.507189778
hv,MISCELLANEOUS,-4.507189778
debited,MISCELLANEOUS,-4.507189778
mr,MISCELLANEOUS,-4.507189778
ok,MISCELLANEOUS,-4.507189778
brand,MISCELLANEOUS,-4.507189778
them,MISCELLANEOUS,-4.507189778
us,MISCELLANEOUS,-4.507189778
sees,MISCELLANEOUS,-4.507189778
xx,MISCELLANEOUS,-4.507189778
vasant,MISCELLANEOUS,-4.507189778
date,MISCELLANEOUS,-4.507189778
without,MISCELLANEOUS,-4.507189778
got,MISCELLANEOUS,-4.507189778
runnerup,MISCELLANEOUS,-4.507189778
there,MISCELLANEOUS,-4.507189778
want,MISCELLANEOUS,-4.507189778
axisbank,MISCELLANEOUS,-4.507189778
waiting,MISCELLANEOUS,-4.507189778
suspected,MISCELLANEOUS,-4.507189778
clients,MISCELLANEOUS,-4.507189778
deliver,MISCELLANEOUS,-4.507189778
privateequity,MISCELLANEOUS,-4.507189778
quickened,MISCELLANEOUS,-4.507189778
guys,MISCELLANEOUS,-4.507189778
read,MISCELLANEOUS,-4.507189778
book,MISCELLANEOUS,-4.507189778
amount,MISCELLANEOUS,-4.507189778
sbi,MISCELLANEOUS,-4.507189778
customers,MISCELLANEOUS,-4.507189778
battle,MISCELLANEOUS,-4.507189778
over,MISCELLANEOUS,-4.507189778
cheque,MISCELLANEOUS,-4.507189778
reissu,MISCELLANEOUS,-4.507189778
friend,MISCELLANEOUS,-4.507189778
once,MISCELLANEOUS,-4.507189778
b,COMPLAINT,-4.447680605
information,COMPLAINT,-4.447680605
opening,COMPLAINT,-4.447680605
kannada,COMPLAINT,-4.447680605
company,COMPLAINT,-4.447680605
because,COMPLAINT,-4.447680605
deposit,COMPLAINT,-4.447680605
didn,COMPLAINT,-4.447680605
deduct,COMPLAINT,-4.447680605
form,COMPLAINT,-4.447680605
frm,COMPLAINT,-4.447680605
forex,COMPLAINT,-4.447680605
security,COMPLAINT,-4.447680605
twice,COMPLAINT,-4.447680605
letter,COMPLAINT,-4.447680605
cant,COMPLAINT,-4.447680605
useless,COMPLAINT,-4.447680605
thank,REQUEST,-4.406719247
good,REQUEST,-4.406719247
does,REQUEST,-4.406719247
tell,REQUEST,-4.406719247
done,REQUEST,-4.406719247
going,REQUEST,-4.406719247
right,REQUEST,-4.406719247
work,REQUEST,-4.406719247
awaiting,REQUEST,-4.406719247
tried,REQUEST,-4.406719247
next,REQUEST,-4.406719247
web,REQUEST,-4.406719247
india,REQUEST,-4.406719247
form,REQUEST,-4.406719247
oct,REQUEST,-4.406719247
ll,REQUEST,-4.406719247
our,REQUEST,-4.406719247
link,REQUEST,-4.406719247
pin,REQUEST,-4.406719247
till,REQUEST,-4.406719247
asking,REQUEST,-4.406719247
some,REQUEST,-4.406719247
america,REQUEST,-4.406719247
international,REQUEST,-4.406719247
something,REQUEST,-4.406719247
refund,REQUEST,-4.406719247
where,REQUEST,-4.406719247
customers,REQUEST,-4.406719247
sir,REQUEST,-4.406719247
transactions,REQUEST,-4.406719247
boa,REQUEST,-4.406719247
available,REQUEST,-4.406719247
policy,COMPLAINT,-4.378687733
else,COMPLAINT,-4.378687733
per,COMPLAINT,-4.378687733
plz,COMPLAINT,-4.378687733
yesterday,COMPLAINT,-4.378687733
points,COMPLAINT,-4.378687733
taken,COMPLAINT,-4.378687733
deducted,COMPLAINT,-4.314149212
representative,COMPLAINT,-4.314149212
status,COMPLAINT,-4.314149212
due,COMPLAINT,-4.314149212
took,COMPLAINT,-4.314149212
didnt,COMPLAINT,-4.314149212
dm,COMPLAINT,-4.314149212
oct,COMPLAINT,-4.314149212
process,COMPLAINT,-4.314149212
online,COMPLAINT,-4.314149212
suppo,COMPLAINT,-4.314149212
anyone,COMPLAINT,-4.314149212
always,COMPLAINT,-4.314149212
sbi,COMPLAINT,-4.314149212
side,COMPLAINT,-4.314149212
resolve,REQUEST,-4.273187855
dont,REQUEST,-4.273187855
regarding,REQUEST,-4.273187855
shared,REQUEST,-4.273187855
via,REQUEST,-4.273187855
told,REQUEST,-4.273187855
deposit,REQUEST,-4.273187855
them,REQUEST,-4.273187855
up,REQUEST,-4.273187855
working,REQUEST,-4.273187855
request,REQUEST,-4.273187855
since,REQUEST,-4.273187855
free,REQUEST,-4.273187855
dollar,REQUEST,-4.273187855
saving,REQUEST,-4.273187855
getting,REQUEST,-4.273187855
good,COMPLAINT,-4.25352459
taking,COMPLAINT,-4.25352459
too,COMPLAINT,-4.25352459
two,COMPLAINT,-4.25352459
savings,COMPLAINT,-4.25352459
right,COMPLAINT,-4.25352459
regarding,COMPLAINT,-4.25352459
kindly,COMPLAINT,-4.25352459
haven,COMPLAINT,-4.25352459
statement,COMPLAINT,-4.25352459
keep,COMPLAINT,-4.25352459
credited,COMPLAINT,-4.25352459
disappointed,COMPLAINT,-4.25352459
anything,COMPLAINT,-4.25352459
before,COMPLAINT,-4.25352459
same,MISCELLANEOUS,-4.219507705
u,MISCELLANEOUS,-4.219507705
did,MISCELLANEOUS,-4.219507705
shared,MISCELLANEOUS,-4.219507705
indian,MISCELLANEOUS,-4.219507705
against,MISCELLANEOUS,-4.219507705
market,MISCELLANEOUS,-4.219507705
didn,MISCELLANEOUS,-4.219507705
breach,MISCELLANEOUS,-4.219507705
https,MISCELLANEOUS,-4.219507705
oct,MISCELLANEOUS,-4.219507705
issue,MISCELLANEOUS,-4.219507705
one,MISCELLANEOUS,-4.219507705
type,MISCELLANEOUS,-4.219507705
come,MISCELLANEOUS,-4.219507705
complaint,MISCELLANEOUS,-4.219507705
last,MISCELLANEOUS,-4.219507705
yes,MISCELLANEOUS,-4.219507705
yet,MISCELLANEOUS,-4.219507705
banking,MISCELLANEOUS,-4.219507705
process,MISCELLANEOUS,-4.219507705
how,MISCELLANEOUS,-4.219507705
just,MISCELLANEOUS,-4.219507705
together,MISCELLANEOUS,-4.219507705
acct,MISCELLANEOUS,-4.219507705
any,MISCELLANEOUS,-4.219507705
call,MISCELLANEOUS,-4.219507705
atm,MISCELLANEOUS,-4.219507705
awb,MISCELLANEOUS,-4.219507705
also,MISCELLANEOUS,-4.219507705
see,MISCELLANEOUS,-4.219507705
dear,MISCELLANEOUS,-4.219507705
getting,MISCELLANEOUS,-4.219507705
client,MISCELLANEOUS,-4.219507705
applied,COMPLAINT,-4.196366177
hours,COMPLAINT,-4.196366177
past,COMPLAINT,-4.196366177
balance,COMPLAINT,-4.196366177
having,COMPLAINT,-4.196366177
within,COMPLAINT,-4.196366177
years,COMPLAINT,-4.196366177
name,COMPLAINT,-4.196366177
cash,COMPLAINT,-4.196366177
transfer,COMPLAINT,-4.196366177
same,REQUEST,-4.155404819
b,REQUEST,-4.155404819
someone,REQUEST,-4.155404819
possible,REQUEST,-4.155404819
loan,REQUEST,-4.155404819
because,REQUEST,-4.155404819
here,REQUEST,-4.155404819
last,REQUEST,-4.155404819
process,REQUEST,-4.155404819
also,REQUEST,-4.155404819
over,REQUEST,-4.155404819
bvn,REQUEST,-4.155404819
unable,COMPLAINT,-4.142298955
staff,COMPLAINT,-4.142298955
come,COMPLAINT,-4.142298955
date,COMPLAINT,-4.142298955
here,COMPLAINT,-4.142298955
mobile,COMPLAINT,-4.142298955
wait,COMPLAINT,-4.142298955
pin,COMPLAINT,-4.142298955
home,COMPLAINT,-4.142298955
calling,COMPLAINT,-4.142298955
message,COMPLAINT,-4.142298955
kind,COMPLAINT,-4.142298955
transactions,COMPLAINT,-4.142298955
m,COMPLIMENT,-4.127134385
resolve,COMPLIMENT,-4.127134385
well,COMPLIMENT,-4.127134385
too,COMPLIMENT,-4.127134385
lot,COMPLIMENT,-4.127134385
der,COMPLIMENT,-4.127134385
did,COMPLIMENT,-4.127134385
club,COMPLIMENT,-4.127134385
being,COMPLIMENT,-4.127134385
mail,COMPLIMENT,-4.127134385
about,COMPLIMENT,-4.127134385
many,COMPLIMENT,-4.127134385
still,COMPLIMENT,-4.127134385
work,COMPLIMENT,-4.127134385
super,COMPLIMENT,-4.127134385
such,COMPLIMENT,-4.127134385
who,COMPLIMENT,-4.127134385
at,COMPLIMENT,-4.127134385
dm,COMPLIMENT,-4.127134385
do,COMPLIMENT,-4.127134385
if,COMPLIMENT,-4.127134385
know,COMPLIMENT,-4.127134385
out,COMPLIMENT,-4.127134385
get,COMPLIMENT,-4.127134385
proud,COMPLIMENT,-4.127134385
like,COMPLIMENT,-4.127134385
alright,COMPLIMENT,-4.127134385
working,COMPLIMENT,-4.127134385
travel,COMPLIMENT,-4.127134385
positive,COMPLIMENT,-4.127134385
suppo,COMPLIMENT,-4.127134385
resolution,COMPLIMENT,-4.127134385
helped,COMPLIMENT,-4.127134385
swift,COMPLIMENT,-4.127134385
today,COMPLIMENT,-4.127134385
helpful,COMPLIMENT,-4.127134385
resolving,COMPLIMENT,-4.127134385
care,COMPLIMENT,-4.127134385
also,COMPLIMENT,-4.127134385
reso,COMPLIMENT,-4.127134385
living,COMPLIMENT,-4.127134385
chance,COMPLIMENT,-4.127134385
once,COMPLIMENT,-4.127134385
resolve,COMPLAINT,-4.091005661
well,COMPLAINT,-4.091005661
let,COMPLAINT,-4.091005661
banks,COMPLAINT,-4.091005661
against,COMPLAINT,-4.091005661
charge,COMPLAINT,-4.091005661
resolved,COMPLAINT,-4.091005661
pls,COMPLAINT,-4.091005661
asking,COMPLAINT,-4.091005661
executive,COMPLAINT,-4.091005661
first,COMPLAINT,-4.091005661
reason,COMPLAINT,-4.091005661
thanks,COMPLAINT,-4.091005661
kotak,REQUEST,-4.050044303
provide,REQUEST,-4.050044303
way,REQUEST,-4.050044303
give,REQUEST,-4.050044303
go,REQUEST,-4.050044303
code,REQUEST,-4.050044303
ve,REQUEST,-4.050044303
follow,REQUEST,-4.050044303
days,REQUEST,-4.050044303
hope,REQUEST,-4.050044303
soon,REQUEST,-4.050044303
other,REQUEST,-4.050044303
care,REQUEST,-4.050044303
think,COMPLAINT,-4.042215497
tell,COMPLAINT,-4.042215497
going,COMPLAINT,-4.042215497
down,COMPLAINT,-4.042215497
many,COMPLAINT,-4.042215497
could,COMPLAINT,-4.042215497
manager,COMPLAINT,-4.042215497
n,MISCELLANEOUS,-3.996364154
p,MISCELLANEOUS,-3.996364154
top,MISCELLANEOUS,-3.996364154
kotak,MISCELLANEOUS,-3.996364154
done,MISCELLANEOUS,-3.996364154
going,MISCELLANEOUS,-3.996364154
don,MISCELLANEOUS,-3.996364154
credit,MISCELLANEOUS,-3.996364154
or,MISCELLANEOUS,-3.996364154
email,MISCELLANEOUS,-3.996364154
th,MISCELLANEOUS,-3.996364154
ur,MISCELLANEOUS,-3.996364154
our,MISCELLANEOUS,-3.996364154
note,MISCELLANEOUS,-3.996364154
days,MISCELLANEOUS,-3.996364154
has,MISCELLANEOUS,-3.996364154
please,MISCELLANEOUS,-3.996364154
phone,MISCELLANEOUS,-3.996364154
awards,MISCELLANEOUS,-3.996364154
into,COMPLAINT,-3.995695481
go,COMPLAINT,-3.995695481
nt,COMPLAINT,-3.995695481
understand,COMPLAINT,-3.995695481
action,COMPLAINT,-3.995695481
refund,COMPLAINT,-3.995695481
charged,COMPLAINT,-3.995695481
already,COMPLAINT,-3.995695481
application,COMPLAINT,-3.995695481
dear,COMPLAINT,-3.995695481
address,REQUEST,-3.954734124
cards,REQUEST,-3.954734124
payment,REQUEST,-3.954734124
month,REQUEST,-3.954734124
received,REQUEST,-3.954734124
look,REQUEST,-3.954734124
axis,REQUEST,-3.954734124
share,REQUEST,-3.954734124
id,REQUEST,-3.954734124
pay,REQUEST,-3.954734124
service,REQUEST,-3.954734124
time,REQUEST,-3.954734124
take,REQUEST,-3.954734124
its,REQUEST,-3.954734124
already,REQUEST,-3.954734124
phone,REQUEST,-3.954734124
visa,REQUEST,-3.954734124
urgent,REQUEST,-3.954734124
provide,COMPLAINT,-3.951243719
year,COMPLAINT,-3.951243719
asked,COMPLAINT,-3.951243719
wrong,COMPLAINT,-3.951243719
sr,COMPLAINT,-3.951243719
pay,COMPLAINT,-3.951243719
update,COMPLAINT,-3.951243719
nothing,COMPLAINT,-3.951243719
see,COMPLAINT,-3.951243719
sms,COMPLAINT,-3.951243719
way,COMPLAINT,-3.908684104
given,COMPLAINT,-3.908684104
every,COMPLAINT,-3.908684104
say,COMPLAINT,-3.908684104
check,COMPLAINT,-3.86786211
debited,COMPLAINT,-3.86786211
us,COMPLAINT,-3.86786211
our,COMPLAINT,-3.86786211
send,COMPLAINT,-3.86786211
poor,COMPLAINT,-3.86786211
using,COMPLAINT,-3.86786211
where,COMPLAINT,-3.86786211
sir,COMPLAINT,-3.86786211
cheque,COMPLAINT,-3.86786211
would,REQUEST,-3.867722747
don,REQUEST,-3.867722747
new,REQUEST,-3.867722747
rate,REQUEST,-3.867722747
much,REQUEST,-3.867722747
got,REQUEST,-3.867722747
trying,REQUEST,-3.867722747
message,REQUEST,-3.867722747
using,REQUEST,-3.867722747
through,REQUEST,-3.867722747
change,REQUEST,-3.867722747
would,COMPLIMENT,-3.839452313
quite,COMPLIMENT,-3.839452313
experience,COMPLIMENT,-3.839452313
done,COMPLIMENT,-3.839452313
back,COMPLIMENT,-3.839452313
mahindra,COMPLIMENT,-3.839452313
new,COMPLIMENT,-3.839452313
issues,COMPLIMENT,-3.839452313
visit,COMPLIMENT,-3.839452313
am,COMPLIMENT,-3.839452313
wow,COMPLIMENT,-3.839452313
hi,COMPLIMENT,-3.839452313
amazing,COMPLIMENT,-3.839452313
ur,COMPLIMENT,-3.839452313
we,COMPLIMENT,-3.839452313
cool,COMPLIMENT,-3.839452313
thnks,COMPLIMENT,-3.839452313
happy,COMPLIMENT,-3.839452313
okay,COMPLIMENT,-3.839452313
banking,COMPLIMENT,-3.839452313
again,COMPLIMENT,-3.839452313
guys,COMPLIMENT,-3.839452313
ale,COMPLIMENT,-3.839452313
all,COMPLIMENT,-3.839452313
any,COMPLIMENT,-3.839452313
awesome,COMPLIMENT,-3.839452313
prompt,COMPLIMENT,-3.839452313
appreciated,COMPLIMENT,-3.839452313
(,SUGGESTION,-3.828641396
),SUGGESTION,-3.828641396
roll,SUGGESTION,-3.828641396
e,SUGGESTION,-3.828641396
s,SUGGESTION,-3.828641396
information,SUGGESTION,-3.828641396
check,SUGGESTION,-3.828641396
save,SUGGESTION,-3.828641396
too,SUGGESTION,-3.828641396
try,SUGGESTION,-3.828641396
let,SUGGESTION,-3.828641396
each,SUGGESTION,-3.828641396
team,SUGGESTION,-3.828641396
verbal,SUGGESTION,-3.828641396
ktbnzvw,SUGGESTION,-3.828641396
payment,COMPLAINT,-3.828641396
savings,SUGGESTION,-3.828641396
funding,SUGGESTION,-3.828641396
day,SUGGESTION,-3.828641396
bill,SUGGESTION,-3.828641396
whose,SUGGESTION,-3.828641396
being,COMPLAINT,-3.828641396
may,SUGGESTION,-3.828641396
use,SUGGESTION,-3.828641396
credit,SUGGESTION,-3.828641396
deposits,SUGGESTION,-3.828641396
physical,SUGGESTION,-3.828641396
make,COMPLAINT,-3.828641396
inform,SUGGESTION,-3.828641396
though,SUGGESTION,-3.828641396
open,SUGGESTION,-3.828641396
facebook,SUGGESTION,-3.828641396
axis,SUGGESTION,-3.828641396
netbanking,SUGGESTION,-3.828641396
year,SUGGESTION,-3.828641396
via,SUGGESTION,-3.828641396
learn,SUGGESTION,-3.828641396
responding,SUGGESTION,-3.828641396
against,SUGGESTION,-3.828641396
new,SUGGESTION,-3.828641396
inconvenience,SUGGESTION,-3.828641396
slow,SUGGESTION,-3.828641396
way,SUGGESTION,-3.828641396
far,SUGGESTION,-3.828641396
keep,SUGGESTION,-3.828641396
who,SUGGESTION,-3.828641396
bring,SUGGESTION,-3.828641396
sure,SUGGESTION,-3.828641396
consideration,SUGGESTION,-3.828641396
startup,SUGGESTION,-3.828641396
mistakes,SUGGESTION,-3.828641396
hi,COMPLAINT,-3.828641396
talked,SUGGESTION,-3.828641396
sending,SUGGESTION,-3.828641396
transaction,SUGGESTION,-3.828641396
months,SUGGESTION,-3.828641396
mr,SUGGESTION,-3.828641396
oh,SUGGESTION,-3.828641396
then,SUGGESTION,-3.828641396
email,SUGGESTION,-3.828641396
ensure,SUGGESTION,-3.828641396
puri,SUGGESTION,-3.828641396
life,SUGGESTION,-3.828641396
location,SUGGESTION,-3.828641396
come,SUGGESTION,-3.828641396
otp,SUGGESTION,-3.828641396
our,SUGGESTION,-3.828641396
own,SUGGESTION,-3.828641396
sent,SUGGESTION,-3.828641396
send,SUGGESTION,-3.828641396
thus,SUGGESTION,-3.828641396
much,COMPLAINT,-3.828641396
grievance,SUGGESTION,-3.828641396
per,SUGGESTION,-3.828641396
understand,SUGGESTION,-3.828641396
password,SUGGESTION,-3.828641396
latest,SUGGESTION,-3.828641396
till,SUGGESTION,-3.828641396
basically,SUGGESTION,-3.828641396
has,SUGGESTION,-3.828641396
last,SUGGESTION,-3.828641396
yet,SUGGESTION,-3.828641396
general,SUGGESTION,-3.828641396
trying,COMPLAINT,-3.828641396
reply,SUGGESTION,-3.828641396
print,SUGGESTION,-3.828641396
hope,SUGGESTION,-3.828641396
could,SUGGESTION,-3.828641396
hour,SUGGESTION,-3.828641396
people,SUGGESTION,-3.828641396
update,SUGGESTION,-3.828641396
rule,SUGGESTION,-3.828641396
assistance,SUGGESTION,-3.828641396
agree,SUGGESTION,-3.828641396
finger,SUGGESTION,-3.828641396
caused,SUGGESTION,-3.828641396
statements,SUGGESTION,-3.828641396
paper,SUGGESTION,-3.828641396
calling,SUGGESTION,-3.828641396
gogreen,SUGGESTION,-3.828641396
nothing,SUGGESTION,-3.828641396
copies,SUGGESTION,-3.828641396
touch,SUGGESTION,-3.828641396
real,SUGGESTION,-3.828641396
saying,SUGGESTION,-3.828641396
application,SUGGESTION,-3.828641396
officer,SUGGESTION,-3.828641396
lifted,SUGGESTION,-3.828641396
telephone,SUGGESTION,-3.828641396
name,SUGGESTION,-3.828641396
cash,SUGGESTION,-3.828641396
case,SUGGESTION,-3.828641396
phone,SUGGESTION,-3.828641396
care,SUGGESTION,-3.828641396
kind,SUGGESTION,-3.828641396
sbi,SUGGESTION,-3.828641396
facing,SUGGESTION,-3.828641396
dear,SUGGESTION,-3.828641396
nearest,SUGGESTION,-3.828641396
cursor,SUGGESTION,-3.828641396
capable,SUGGESTION,-3.828641396
over,SUGGESTION,-3.828641396
salaried,SUGGESTION,-3.828641396
avoid,SUGGESTION,-3.828641396
thanks,SUGGESTION,-3.828641396
sms,SUGGESTION,-3.828641396
levied,SUGGESTION,-3.828641396
establish,SUGGESTION,-3.828641396
morning,SUGGESTION,-3.828641396
accept,SUGGESTION,-3.828641396
access,SUGGESTION,-3.828641396
available,SUGGESTION,-3.828641396
check,MISCELLANEOUS,-3.814042597
back,MISCELLANEOUS,-3.814042597
end,MISCELLANEOUS,-3.814042597
new,MISCELLANEOUS,-3.814042597
now,MISCELLANEOUS,-3.814042597
news,MISCELLANEOUS,-3.814042597
ascen,MISCELLANEOUS,-3.814042597
chiefdigitalofficers,MISCELLANEOUS,-3.814042597
am,MISCELLANEOUS,-3.814042597
innovation,MISCELLANEOUS,-3.814042597
if,MISCELLANEOUS,-3.814042597
security,MISCELLANEOUS,-3.814042597
with,MISCELLANEOUS,-3.814042597
contact,MISCELLANEOUS,-3.814042597
congrats,MISCELLANEOUS,-3.814042597
access,MISCELLANEOUS,-3.814042597
salary,COMPLAINT,-3.790901069
n,COMPLAINT,-3.790901069
does,COMPLAINT,-3.790901069
saying,COMPLAINT,-3.790901069
ask,COMPLAINT,-3.790901069
over,COMPLAINT,-3.790901069
make,REQUEST,-3.787680039
still,REQUEST,-3.787680039
they,REQUEST,-3.787680039
out,REQUEST,-3.787680039
naira,REQUEST,-3.787680039
waiting,REQUEST,-3.787680039
guys,REQUEST,-3.787680039
all,REQUEST,-3.787680039
times,COMPLAINT,-3.754533424
did,COMPLAINT,-3.754533424
made,COMPLAINT,-3.754533424
who,COMPLAINT,-3.754533424
id,COMPLAINT,-3.754533424
sent,COMPLAINT,-3.754533424
bad,COMPLAINT,-3.754533424
d,COMPLAINT,-3.719442105
says,COMPLAINT,-3.719442105
problem,COMPLAINT,-3.719442105
ever,COMPLAINT,-3.719442105
calls,COMPLAINT,-3.719442105
able,COMPLAINT,-3.719442105
balance,REQUEST,-3.713572067
mail,REQUEST,-3.713572067
email,REQUEST,-3.713572067
sent,REQUEST,-3.713572067
banking,REQUEST,-3.713572067
address,COMPLAINT,-3.685540553
services,COMPLAINT,-3.685540553
mail,COMPLAINT,-3.685540553
work,COMPLAINT,-3.685540553
he,COMPLAINT,-3.685540553
out,COMPLAINT,-3.685540553
fraud,COMPLAINT,-3.685540553
again,COMPLAINT,-3.685540553
app,COMPLAINT,-3.685540553
banks,MISCELLANEOUS,-3.659891917
ascentconclave,MISCELLANEOUS,-3.659891917
who,MISCELLANEOUS,-3.659891917
md,MISCELLANEOUS,-3.659891917
they,MISCELLANEOUS,-3.659891917
so,MISCELLANEOUS,-3.659891917
details,MISCELLANEOUS,-3.659891917
know,MISCELLANEOUS,-3.659891917
sent,MISCELLANEOUS,-3.659891917
